Age,Attrition,Department,EmployeeNumber,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
34,No,Research & Development,1577,Male,1,Research Scientist,4,Single,2972,No,13,3,4,1,1,0,0
55,No,Sales,1578,Male,5,Manager,4,Married,19586,No,21,4,3,3,36,6,2
34,No,Research & Development,1580,Male,2,Research Scientist,4,Married,5484,No,17,3,3,2,2,2,2
26,No,Research & Development,1581,Female,1,Research Scientist,4,Married,2061,No,21,4,5,3,1,0,0
38,No,Sales,1582,Male,2,Sales Executive,2,Married,9924,No,11,3,3,3,9,8,7
38,No,Sales,1583,Female,2,Sales Executive,2,Single,4198,No,12,3,5,4,3,2,1
36,No,Sales,1585,Female,2,Sales Executive,3,Single,6815,No,13,3,5,3,1,0,0
29,No,Research & Development,1586,Male,1,Laboratory Technician,1,Single,4723,Yes,18,3,3,3,10,9,1
35,No,Research & Development,1587,Female,2,Healthcare Representative,3,Single,6142,Yes,16,3,4,3,5,2,0
39,No,Sales,1588,Male,3,Sales Executive,3,Married,8237,No,11,3,3,3,7,6,7
29,No,Research & Development,1590,Male,2,Healthcare Representative,4,Divorced,8853,No,19,3,0,4,6,4,1
50,No,Sales,1591,Male,5,Manager,3,Married,19331,Yes,16,3,2,3,1,0,0
23,No,Research & Development,1592,Male,1,Research Scientist,3,Married,2073,No,16,3,2,3,2,2,2
36,No,Research & Development,1594,Male,2,Laboratory Technician,1,Married,5562,Yes,13,3,3,3,3,2,0
42,No,Research & Development,1595,Male,5,Manager,4,Single,19613,No,22,4,2,3,1,0,0
35,No,Research & Development,1596,Male,2,Laboratory Technician,3,Married,3407,No,17,3,3,2,10,9,6
34,No,Research & Development,1597,Male,2,Healthcare Representative,3,Married,5063,No,14,3,3,2,8,2,7
40,No,Sales,1598,Female,2,Sales Executive,1,Married,4639,No,15,3,2,3,5,4,1
43,No,Research & Development,1599,Male,1,Laboratory Technician,2,Divorced,4876,No,12,3,0,3,6,4,0
35,No,Research & Development,1601,Male,1,Laboratory Technician,4,Married,2690,No,18,3,5,2,1,0,0
46,No,Sales,1602,Male,4,Manager,1,Single,17567,No,15,3,5,1,26,0,0
28,Yes,Research & Development,1604,Male,1,Laboratory Technician,2,Married,2408,Yes,17,3,3,3,1,1,0
22,No,Research & Development,1605,Female,1,Research Scientist,3,Married,2814,Yes,14,3,2,2,4,2,1
50,No,Research & Development,1606,Male,4,Healthcare Representative,3,Married,11245,Yes,15,3,3,3,30,8,12
32,No,Research & Development,1607,Female,1,Research Scientist,4,Married,3312,No,17,3,3,3,3,2,0
44,No,Research & Development,1608,Female,5,Research Director,4,Divorced,19049,Yes,14,3,4,2,22,7,1
30,No,Research & Development,1609,Male,1,Research Scientist,2,Married,2141,No,12,3,3,2,6,4,1
45,No,Research & Development,1611,Female,2,Laboratory Technician,1,Single,5769,Yes,14,3,3,3,10,7,1
45,No,Sales,1612,Male,2,Sales Executive,1,Married,4385,No,15,3,2,3,10,7,4
31,No,Sales,1613,Male,2,Sales Executive,1,Single,5332,No,13,3,3,3,5,2,0
36,No,Research & Development,1614,Female,2,Manufacturing Director,3,Married,4663,Yes,12,3,2,3,3,2,1
34,No,Research & Development,1615,Male,2,Manufacturing Director,4,Divorced,4724,No,13,3,3,3,9,7,7
49,No,Research & Development,1617,Female,1,Laboratory Technician,1,Married,3211,No,14,3,3,2,9,6,1
39,No,Research & Development,1618,Male,2,Manufacturing Director,1,Married,5377,No,13,3,3,3,7,7,7
27,No,Research & Development,1619,Male,1,Laboratory Technician,1,Divorced,4066,No,11,3,3,3,7,7,0
35,No,Research & Development,1621,Male,2,Research Scientist,1,Married,5208,No,11,3,2,3,16,15,1
28,No,Research & Development,1622,Female,2,Manufacturing Director,1,Divorced,4877,No,21,4,5,2,5,3,0
21,No,Research & Development,1623,Male,1,Research Scientist,4,Single,3117,No,18,3,2,3,2,2,2
18,Yes,Sales,1624,Female,1,Sales Representative,4,Single,1569,Yes,12,3,2,4,0,0,0
47,No,Human Resources,1625,Female,5,Manager,3,Married,19658,No,11,3,2,3,5,2,1
39,No,Research & Development,1627,Male,2,Laboratory Technician,3,Divorced,3069,No,15,3,3,3,10,8,0
40,No,Research & Development,1628,Female,3,Manufacturing Director,3,Married,10435,No,13,3,2,3,18,15,14
35,No,Research & Development,1630,Female,2,Healthcare Representative,3,Married,4148,No,12,3,5,3,14,11,2
37,No,Research & Development,1631,Male,2,Manufacturing Director,3,Married,5768,No,17,3,2,2,4,3,0
39,No,Research & Development,1633,Female,2,Manufacturing Director,3,Single,5042,No,13,3,2,1,9,2,3
45,No,Research & Development,1635,Female,2,Manufacturing Director,4,Divorced,5770,No,19,3,3,3,10,7,3
38,No,Research & Development,1638,Female,3,Manufacturing Director,3,Married,7756,Yes,19,3,6,4,5,4,0
35,Yes,Sales,1639,Male,3,Sales Executive,1,Married,10306,No,17,3,3,3,13,12,6
37,No,Research & Development,1640,Female,1,Research Scientist,2,Married,3936,No,11,3,2,1,8,4,7
40,No,Research & Development,1641,Female,3,Manufacturing Director,4,Single,7945,Yes,15,3,2,2,4,2,3
44,No,Human Resources,1642,Male,2,Human Resources,4,Married,5743,Yes,11,3,3,3,10,7,0
48,No,Research & Development,1644,Male,4,Manager,4,Married,15202,No,25,4,3,3,2,2,2
35,Yes,Sales,1645,Male,2,Sales Executive,4,Divorced,5440,Yes,14,3,2,2,2,2,2
24,No,Research & Development,1646,Female,1,Research Scientist,4,Single,3760,Yes,13,3,2,3,6,3,1
27,No,Research & Development,1647,Female,1,Research Scientist,3,Married,3517,No,17,3,0,3,3,2,0
27,No,Research & Development,1648,Male,1,Research Scientist,4,Single,2580,No,13,3,0,2,4,2,1
40,Yes,Research & Development,1649,Male,1,Laboratory Technician,1,Single,2166,Yes,14,3,3,1,4,2,0
29,No,Sales,1650,Male,2,Sales Executive,3,Single,5869,No,11,3,2,3,5,2,1
36,No,Research & Development,1651,Female,3,Healthcare Representative,1,Married,8008,No,12,3,6,3,3,2,0
25,No,Research & Development,1653,Male,2,Manufacturing Director,3,Divorced,5206,No,17,3,6,3,7,7,0
39,No,Research & Development,1654,Male,2,Manufacturing Director,2,Married,5295,No,21,4,3,3,5,4,1
49,No,Research & Development,1655,Female,4,Research Director,2,Married,16413,No,16,3,2,3,4,2,1
50,No,Research & Development,1656,Female,3,Research Director,1,Divorced,13269,No,15,3,3,3,14,11,1
20,No,Sales,1657,Female,1,Sales Representative,3,Single,2783,No,19,3,3,3,2,2,2
34,No,Research & Development,1658,Female,2,Research Scientist,2,Divorced,5433,No,12,3,2,3,11,8,7
36,No,Research & Development,1659,Male,1,Laboratory Technician,2,Single,2013,No,11,3,4,3,4,3,1
49,No,Research & Development,1661,Female,4,Healthcare Representative,3,Married,13966,Yes,19,3,3,3,15,11,2
36,No,Research & Development,1662,Female,2,Manufacturing Director,3,Married,4374,No,15,3,6,3,3,2,1
36,No,Research & Development,1664,Male,2,Healthcare Representative,1,Divorced,6842,No,20,4,3,3,5,4,0
54,No,Research & Development,1665,Female,4,Manager,3,Married,17426,No,25,4,6,3,10,8,4
43,No,Research & Development,1666,Male,4,Research Director,3,Married,17603,No,24,4,3,3,14,10,6
35,Yes,Sales,1667,Male,2,Sales Executive,4,Single,4581,Yes,24,4,2,4,11,9,6
38,No,Research & Development,1668,Male,2,Research Scientist,4,Married,4735,No,15,3,4,4,13,11,2
29,No,Sales,1669,Male,2,Sales Executive,2,Divorced,4187,Yes,13,3,3,2,10,0,0
33,No,Sales,1670,Male,2,Sales Executive,4,Divorced,5505,No,14,3,5,3,6,2,0
32,No,Research & Development,1671,Male,2,Research Scientist,2,Divorced,5470,No,13,3,4,2,9,5,1
31,No,Sales,1673,Female,2,Sales Executive,4,Married,5476,No,11,3,2,3,10,0,0
49,No,Research & Development,1674,Female,1,Laboratory Technician,1,Divorced,2587,Yes,16,3,2,2,2,2,2
38,No,Research & Development,1675,Female,1,Laboratory Technician,2,Single,2440,No,22,4,3,3,4,3,3
47,No,Sales,1676,Female,4,Manager,2,Divorced,15972,No,14,3,2,3,3,2,1
49,No,Research & Development,1677,Male,4,Manager,3,Single,15379,No,14,3,2,3,8,7,0
41,No,Sales,1678,Male,3,Sales Executive,3,Single,7082,Yes,16,3,2,3,2,0,0
20,No,Sales,1680,Male,1,Sales Representative,1,Single,2728,No,11,3,3,3,2,2,0
33,No,Sales,1681,Female,2,Sales Executive,4,Divorced,5368,Yes,25,4,2,3,6,5,1
36,No,Research & Development,1682,Male,2,Healthcare Representative,3,Married,5347,No,14,3,2,2,3,2,0
44,No,Human Resources,1683,Female,1,Human Resources,4,Divorced,3195,Yes,18,3,2,3,2,2,2
23,Yes,Research & Development,1684,Male,1,Laboratory Technician,3,Single,3989,Yes,11,3,2,3,5,4,1
38,No,Research & Development,1687,Female,1,Laboratory Technician,3,Married,3306,No,19,3,5,2,0,0,0
53,No,Research & Development,1689,Male,3,Healthcare Representative,4,Married,7005,No,15,3,2,3,4,3,1
48,Yes,Sales,1691,Female,1,Sales Representative,3,Married,2655,Yes,11,3,3,3,9,7,7
32,Yes,Research & Development,1692,Male,1,Laboratory Technician,2,Single,1393,No,12,3,2,3,1,0,0
26,No,Research & Development,1693,Male,1,Laboratory Technician,4,Single,2570,No,20,4,5,3,7,7,5
55,No,Research & Development,1694,Male,1,Research Scientist,2,Divorced,3537,No,12,3,1,3,4,2,1
34,No,Research & Development,1696,Male,2,Laboratory Technician,4,Married,3986,No,14,3,3,4,15,10,4
60,No,Research & Development,1697,Male,3,Healthcare Representative,4,Divorced,10883,No,20,4,2,4,1,0,0
33,No,Research & Development,1698,Male,1,Laboratory Technician,2,Married,2028,No,18,3,6,3,14,11,2
37,No,Sales,1700,Male,2,Sales Executive,4,Divorced,9525,No,14,3,2,2,6,3,1
34,No,Research & Development,1701,Female,1,Research Scientist,4,Married,2929,No,12,3,3,3,10,9,8
23,Yes,Sales,1702,Male,1,Sales Representative,4,Divorced,2275,Yes,21,4,2,3,3,2,0
44,No,Research & Development,1703,Female,3,Healthcare Representative,4,Married,7879,Yes,19,3,2,3,8,7,6
35,No,Research & Development,1704,Male,1,Research Scientist,4,Single,4930,Yes,14,3,2,4,5,4,1
43,No,Sales,1706,Male,2,Sales Executive,4,Married,7847,Yes,17,3,3,3,10,9,8
24,No,Research & Development,1707,Male,1,Research Scientist,3,Married,4401,No,16,3,1,3,5,3,0
41,No,Sales,1708,Male,3,Sales Executive,3,Single,9241,No,12,3,3,3,10,8,8
29,No,Research & Development,1709,Female,1,Laboratory Technician,3,Married,2974,No,17,3,2,3,5,3,1
36,No,Sales,1710,Female,2,Sales Representative,4,Single,4502,No,15,3,2,2,13,7,6
45,No,Research & Development,1712,Male,3,Healthcare Representative,3,Married,10748,No,23,4,3,2,23,15,14
24,Yes,Human Resources,1714,Male,1,Human Resources,3,Married,1555,No,11,3,2,3,1,0,0
47,Yes,Sales,1716,Male,4,Sales Executive,3,Married,12936,No,11,3,3,1,23,5,14
26,No,Research & Development,1718,Male,1,Laboratory Technician,3,Married,2305,No,15,3,3,4,3,2,0
45,No,Research & Development,1719,Female,4,Research Director,2,Single,16704,No,11,3,2,3,21,6,8
32,No,Research & Development,1720,Male,1,Research Scientist,3,Married,3433,No,13,3,3,2,5,2,1
31,No,Research & Development,1721,Male,1,Laboratory Technician,3,Married,3477,No,14,3,2,4,5,2,0
41,No,Human Resources,1722,Male,2,Human Resources,2,Married,6430,No,19,3,4,3,3,2,1
40,No,Research & Development,1724,Female,2,Manufacturing Director,1,Married,6516,Yes,16,3,3,3,1,0,0
24,No,Research & Development,1725,Male,1,Laboratory Technician,1,Divorced,3907,No,13,3,2,4,6,2,1
46,No,Research & Development,1727,Male,2,Healthcare Representative,2,Single,5562,No,14,3,3,3,10,7,0
35,No,Research & Development,1728,Male,2,Manufacturing Director,3,Married,6883,No,16,3,3,3,7,7,0
30,No,Research & Development,1729,Male,1,Research Scientist,4,Married,2862,No,12,3,2,2,10,0,0
47,No,Sales,1731,Male,2,Sales Executive,2,Married,4978,No,11,3,3,1,1,0,0
46,No,Sales,1732,Male,3,Sales Executive,4,Divorced,10368,Yes,12,3,5,2,10,6,0
36,Yes,Sales,1733,Male,2,Sales Executive,1,Divorced,6134,Yes,13,3,3,3,2,2,2
32,Yes,Sales,1734,Male,2,Sales Executive,2,Single,6735,No,15,3,2,3,0,0,0
23,No,Research & Development,1735,Female,1,Laboratory Technician,2,Single,3295,No,13,3,3,1,3,2,1
31,No,Research & Development,1736,Female,2,Manufacturing Director,4,Single,5238,No,20,4,3,2,5,4,1
39,No,Research & Development,1737,Male,2,Laboratory Technician,4,Married,6472,Yes,15,3,2,3,9,8,5
32,No,Sales,1739,Male,3,Sales Executive,3,Married,9610,No,13,3,2,1,4,3,0
40,No,Sales,1740,Male,5,Manager,2,Single,19833,No,14,3,3,2,21,8,12
45,No,Human Resources,1744,Female,3,Human Resources,3,Married,9756,No,21,4,2,4,5,0,0
30,No,Research & Development,1745,Female,1,Research Scientist,1,Single,4968,No,16,3,2,3,9,7,0
24,No,Human Resources,1746,Male,1,Human Resources,4,Married,2145,No,14,3,2,3,2,2,2
30,Yes,Human Resources,1747,Female,1,Human Resources,4,Divorced,2180,No,11,3,0,2,4,2,1
31,No,Sales,1749,Male,2,Sales Executive,3,Married,8346,No,19,3,3,3,5,2,0
27,No,Research & Development,1751,Female,1,Research Scientist,4,Single,3445,No,11,3,5,2,6,2,1
29,Yes,Sales,1752,Female,1,Sales Representative,2,Single,2760,No,13,3,3,3,2,2,2
29,No,Research & Development,1753,Male,2,Healthcare Representative,3,Single,6294,Yes,12,3,5,4,3,2,0
30,No,Sales,1754,Male,3,Sales Executive,1,Divorced,7140,No,11,3,2,3,7,7,1
34,No,Research & Development,1755,Male,1,Research Scientist,4,Married,2932,Yes,14,3,3,3,5,0,1
33,No,Sales,1756,Female,2,Sales Executive,2,Single,5147,No,15,3,2,2,11,7,1
49,No,Sales,1757,Female,2,Sales Executive,4,Single,4507,No,12,3,1,4,5,1,0
33,Yes,Sales,1758,Female,3,Sales Executive,1,Single,8564,Yes,20,4,2,2,0,0,0
38,No,Research & Development,1760,Female,1,Laboratory Technician,2,Married,2468,No,14,3,4,2,6,1,0
31,Yes,Sales,1761,Male,3,Sales Executive,3,Married,8161,No,13,3,2,3,1,0,0
29,No,Research & Development,1762,Female,1,Research Scientist,1,Divorced,2109,No,13,3,2,3,1,0,0
30,No,Research & Development,1763,Male,2,Healthcare Representative,3,Married,5294,No,16,3,3,3,7,0,1
32,No,Research & Development,1764,Male,1,Research Scientist,2,Single,2718,No,14,3,3,3,7,7,0
38,No,Research & Development,1766,Male,2,Healthcare Representative,4,Married,5811,Yes,16,3,2,3,1,0,1
43,Yes,Research & Development,1767,Male,1,Research Scientist,3,Married,2437,Yes,16,3,4,3,1,0,0
42,No,Research & Development,1768,Male,1,Laboratory Technician,2,Divorced,2766,No,22,4,6,2,5,3,0
55,No,Research & Development,1770,Male,5,Research Director,1,Married,19038,No,12,3,2,3,1,0,0
33,No,Research & Development,1771,Male,2,Research Scientist,2,Divorced,3055,No,15,3,2,2,9,8,1
41,No,Research & Development,1772,Male,1,Laboratory Technician,1,Divorced,2289,No,20,4,2,3,5,3,0
34,No,Sales,1774,Male,2,Sales Executive,3,Divorced,4001,Yes,14,3,3,3,15,14,0
53,No,Research & Development,1775,Female,4,Manufacturing Director,3,Married,12965,Yes,20,4,2,2,3,2,0
43,No,Human Resources,1778,Male,1,Human Resources,4,Single,3539,No,13,3,5,3,9,7,1
34,No,Sales,1779,Female,2,Sales Executive,4,Single,6029,No,12,3,3,3,2,2,2
21,Yes,Sales,1780,Male,1,Sales Representative,2,Single,2679,No,13,3,3,3,1,0,1
38,No,Research & Development,1782,Female,1,Laboratory Technician,3,Married,3702,No,11,3,3,3,5,4,0
22,Yes,Research & Development,1783,Female,1,Laboratory Technician,1,Married,2398,Yes,17,3,6,3,1,0,0
31,No,Sales,1784,Female,2,Sales Executive,4,Married,5468,No,14,3,3,3,12,7,5
51,No,Research & Development,1786,Female,3,Manager,3,Married,13116,No,11,3,2,3,2,2,2
37,No,Sales,1787,Male,2,Sales Executive,2,Married,4189,No,14,3,2,3,5,2,0
46,No,Research & Development,1789,Male,5,Research Director,4,Divorced,19328,Yes,17,3,3,3,2,1,2
36,No,Research & Development,1790,Male,3,Healthcare Representative,1,Married,8321,Yes,13,3,1,3,12,8,5
44,Yes,Research & Development,1792,Male,1,Research Scientist,2,Divorced,2342,Yes,12,3,2,2,5,3,2
37,No,Human Resources,1794,Male,2,Human Resources,2,Divorced,4071,No,13,3,4,2,10,0,4
35,Yes,Sales,1797,Male,2,Sales Executive,4,Single,5813,Yes,18,3,2,3,10,7,7
33,No,Research & Development,1798,Male,1,Research Scientist,1,Married,3143,No,19,3,1,3,10,8,7
28,No,Research & Development,1799,Male,1,Research Scientist,4,Married,2044,No,11,3,6,4,5,3,0
39,No,Research & Development,1800,Male,3,Research Director,3,Single,13464,No,21,4,3,3,4,3,2
46,No,Sales,1801,Male,2,Sales Executive,2,Single,7991,No,15,3,3,3,2,2,2
40,No,Research & Development,1802,Female,1,Laboratory Technician,1,Married,3377,No,17,3,5,2,4,3,0
42,No,Research & Development,1803,Male,2,Healthcare Representative,1,Married,5538,No,18,3,2,2,0,0,0
35,No,Research & Development,1804,Male,2,Manufacturing Director,4,Divorced,5762,No,14,3,6,3,7,7,1
38,No,Human Resources,1805,Male,1,Human Resources,2,Divorced,2592,No,13,3,3,3,11,10,3
34,Yes,Research & Development,1807,Male,2,Laboratory Technician,1,Married,5346,No,17,3,3,2,7,1,0
37,Yes,Research & Development,1809,Male,2,Manufacturing Director,1,Single,4213,No,15,3,4,1,10,3,0
39,No,Sales,1812,Male,2,Sales Executive,4,Divorced,4127,No,18,3,6,3,2,1,2
43,No,Research & Development,1813,Male,1,Research Scientist,3,Single,2438,No,13,3,2,2,3,2,1
41,No,Research & Development,1814,Male,2,Healthcare Representative,2,Single,6870,No,12,3,3,1,3,2,1
41,No,Sales,1815,Female,3,Sales Executive,3,Divorced,10447,Yes,13,3,3,4,22,14,13
30,No,Research & Development,1816,Female,3,Manufacturing Director,3,Single,9667,No,14,3,3,3,7,7,0
26,Yes,Human Resources,1818,Female,1,Human Resources,2,Married,2148,Yes,11,3,3,3,5,1,1
46,Yes,Research & Development,1821,Female,2,Healthcare Representative,2,Married,8926,No,22,4,2,4,9,7,3
40,No,Research & Development,1822,Female,2,Healthcare Representative,4,Divorced,6513,No,17,3,3,3,5,3,0
34,No,Sales,1823,Male,2,Sales Executive,3,Married,6799,No,21,4,5,3,10,8,4
58,No,Sales,1824,Male,4,Manager,2,Divorced,16291,No,22,4,0,2,16,9,14
35,No,Research & Development,1826,Male,1,Laboratory Technician,3,Married,2705,No,16,3,2,4,5,4,0
47,No,Research & Development,1827,Female,3,Manufacturing Director,2,Divorced,10333,Yes,12,3,4,3,22,11,14
40,No,Research & Development,1829,Female,2,Healthcare Representative,1,Divorced,4448,No,12,3,3,3,7,4,7
54,No,Research & Development,1830,Female,2,Research Scientist,4,Married,6854,No,15,3,2,2,7,1,1
31,No,Sales,1833,Female,3,Sales Executive,1,Married,9637,No,14,3,3,3,3,2,2
28,No,Research & Development,1834,Female,1,Research Scientist,1,Married,3591,No,25,4,3,3,3,2,1
38,No,Sales,1835,Female,2,Sales Representative,4,Married,5405,Yes,20,4,4,2,4,2,0
26,No,Sales,1836,Male,2,Sales Executive,4,Single,4684,No,13,3,4,3,5,3,1
58,No,Research & Development,1837,Male,4,Research Director,3,Married,15787,Yes,14,3,3,3,2,2,2
18,No,Research & Development,1839,Female,1,Research Scientist,3,Single,1514,No,16,3,4,1,0,0,0
31,Yes,Human Resources,1842,Male,1,Human Resources,1,Married,2956,No,17,3,4,3,1,0,0
29,Yes,Human Resources,1844,Male,1,Human Resources,1,Divorced,2335,Yes,15,3,3,3,2,2,2
45,No,Sales,1845,Female,2,Sales Executive,3,Married,5154,No,22,4,3,4,8,7,5
36,No,Research & Development,1847,Female,2,Research Scientist,2,Married,6962,Yes,22,4,2,3,1,0,0
43,No,Sales,1849,Male,2,Sales Executive,4,Married,5675,No,20,4,5,3,7,7,7
27,No,Research & Development,1850,Female,1,Laboratory Technician,4,Single,2379,Yes,14,3,3,2,5,4,0
29,No,Research & Development,1852,Male,1,Laboratory Technician,4,Married,3812,No,13,3,3,4,11,8,3
32,No,Sales,1853,Male,2,Sales Executive,4,Single,4648,No,13,3,2,4,0,0,0
42,No,Research & Development,1854,Male,1,Research Scientist,3,Married,2936,No,22,4,1,2,6,3,3
47,No,Research & Development,1856,Female,1,Laboratory Technician,3,Single,2105,No,12,3,2,3,2,2,2
46,No,Research & Development,1857,Male,3,Manufacturing Director,4,Divorced,8578,No,14,3,4,2,9,8,4
28,No,Human Resources,1858,Male,1,Human Resources,4,Divorced,2706,No,15,3,2,3,3,2,2
29,No,Research & Development,1859,Male,2,Healthcare Representative,3,Divorced,6384,No,17,3,3,3,7,0,1
42,No,Research & Development,1860,Male,1,Laboratory Technician,3,Single,3968,No,13,3,3,3,0,0,0
32,Yes,Sales,1862,Male,2,Sales Executive,2,Single,9907,Yes,12,3,3,2,2,2,2
46,No,Sales,1863,Female,4,Sales Executive,1,Divorced,13225,No,12,3,5,3,19,17,2
27,No,Sales,1864,Female,2,Sales Representative,3,Married,3540,No,21,4,5,3,9,8,5
29,No,Human Resources,1865,Male,1,Human Resources,2,Married,2804,No,11,3,3,3,1,0,0
43,No,Research & Development,1866,Female,5,Manager,3,Married,19392,No,13,3,2,3,16,12,6
48,No,Research & Development,1867,Male,5,Research Director,2,Married,19665,No,12,3,3,3,22,10,12
29,Yes,Research & Development,1868,Male,1,Research Scientist,4,Single,2439,Yes,24,4,3,2,1,0,1
46,Yes,Sales,1869,Female,3,Sales Executive,2,Married,7314,No,21,4,2,3,8,7,0
27,No,Research & Development,1870,Female,1,Research Scientist,1,Married,4774,No,19,3,2,2,7,6,7
39,No,Research & Development,1871,Male,2,Research Scientist,4,Divorced,3902,No,14,3,2,3,2,2,2
55,No,Research & Development,1873,Male,1,Research Scientist,4,Married,2662,No,20,4,2,4,5,2,0
28,No,Sales,1875,Female,1,Sales Representative,2,Married,2856,No,19,3,3,3,1,0,0
30,Yes,Sales,1876,Male,1,Sales Representative,4,Single,1081,No,13,3,3,2,1,0,0
22,Yes,Research & Development,1878,Male,1,Research Scientist,2,Single,2472,Yes,23,4,2,3,1,0,0
36,No,Sales,1880,Female,2,Sales Executive,3,Married,5673,Yes,13,3,4,3,10,9,1
31,No,Research & Development,1881,Male,2,Laboratory Technician,3,Divorced,4197,No,11,3,2,3,10,8,0
34,No,Sales,1882,Male,3,Sales Executive,4,Married,9713,Yes,13,3,3,3,5,3,1
29,No,Research & Development,1883,Male,1,Laboratory Technician,1,Single,2062,No,14,3,2,3,3,2,1
37,No,Research & Development,1885,Male,2,Research Scientist,1,Married,4284,Yes,22,4,2,3,5,3,0
35,No,Research & Development,1886,Female,2,Manufacturing Director,2,Married,4788,Yes,11,3,2,3,3,2,0
45,No,Research & Development,1888,Female,2,Manufacturing Director,4,Married,5906,No,13,3,2,2,9,8,3
36,No,Human Resources,1890,Male,2,Human Resources,4,Single,3886,No,21,4,2,2,10,1,0
40,No,Research & Development,1892,Male,4,Manager,1,Divorced,16823,No,11,3,3,3,19,7,11
26,No,Research & Development,1893,Female,1,Research Scientist,3,Married,2933,Yes,13,3,3,2,1,0,1
27,No,Sales,1898,Female,2,Sales Executive,3,Single,6500,No,14,3,5,2,8,7,0
48,No,Research & Development,1900,Female,4,Manager,4,Divorced,17174,No,11,3,3,3,22,17,4
44,No,Research & Development,1903,Male,2,Healthcare Representative,1,Married,5033,No,15,3,5,3,2,0,2
34,Yes,Research & Development,1905,Male,1,Research Scientist,1,Married,2307,Yes,23,4,2,3,5,2,3
56,Yes,Research & Development,1907,Male,1,Laboratory Technician,4,Single,2587,No,16,3,3,3,4,2,1
36,No,Sales,1908,Male,2,Sales Executive,2,Married,5507,No,16,3,1,1,4,2,1
41,No,Sales,1909,Female,2,Sales Executive,2,Married,4393,No,21,4,3,3,5,4,1
42,No,Research & Development,1911,Male,3,Research Director,1,Married,13348,No,13,3,3,4,13,7,5
31,No,Sales,1912,Female,2,Sales Executive,4,Divorced,6583,Yes,11,3,2,3,5,2,1
34,No,Sales,1915,Female,2,Sales Executive,4,Married,8103,Yes,12,3,3,2,4,2,0
31,No,Research & Development,1916,Female,1,Laboratory Technician,3,Divorced,3978,No,12,3,0,2,2,2,2
26,No,Research & Development,1918,Male,1,Laboratory Technician,4,Married,2544,No,18,3,3,3,7,7,7
45,No,Research & Development,1922,Male,2,Healthcare Representative,3,Single,5399,No,12,3,3,3,4,2,0
33,No,Sales,1924,Male,2,Sales Executive,3,Single,5487,No,14,3,2,2,10,4,0
28,No,Sales,1927,Male,2,Sales Executive,4,Married,6834,Yes,12,3,2,3,7,7,0
29,Yes,Sales,1928,Male,1,Sales Representative,1,Single,1091,No,17,3,3,3,1,0,0
39,No,Sales,1929,Female,2,Sales Executive,3,Married,5736,No,19,3,1,3,3,2,1
27,No,Research & Development,1931,Male,1,Research Scientist,2,Married,2226,No,11,3,3,2,5,3,1
34,No,Research & Development,1932,Male,2,Research Scientist,4,Married,5747,Yes,15,3,3,3,15,10,6
28,Yes,Sales,1933,Female,2,Sales Executive,3,Single,9854,Yes,11,3,0,3,2,0,2
47,No,Research & Development,1934,Male,2,Research Scientist,2,Married,5467,No,18,3,4,4,8,7,1
56,No,Sales,1935,Female,2,Sales Executive,1,Married,5380,No,16,3,3,3,0,0,0
39,No,Research & Development,1936,Male,2,Manufacturing Director,1,Married,5151,No,25,4,3,3,10,0,7
38,No,Research & Development,1937,Female,2,Research Scientist,2,Divorced,2133,Yes,16,3,3,3,20,11,0
58,No,Sales,1938,Female,4,Manager,4,Married,17875,Yes,13,3,2,2,1,0,0
32,Yes,Research & Development,1939,Female,1,Research Scientist,3,Single,2432,Yes,14,3,2,3,4,1,0
38,No,Research & Development,1940,Male,1,Research Scientist,4,Divorced,4771,No,19,3,0,4,5,2,0
49,No,Research & Development,1941,Male,5,Research Director,4,Married,19161,No,15,3,3,3,5,4,4
42,No,Sales,1943,Male,2,Sales Executive,4,Divorced,5087,Yes,12,3,4,3,0,0,0
27,Yes,Human Resources,1944,Female,1,Human Resources,2,Married,2863,No,12,3,2,3,1,0,0
35,No,Sales,1945,Male,2,Sales Executive,1,Married,5561,No,16,3,2,1,5,3,0
28,No,Research & Development,1947,Male,1,Research Scientist,3,Single,2144,No,14,3,3,2,5,3,1
31,No,Research & Development,1948,Male,1,Research Scientist,1,Divorced,3065,Yes,13,3,3,4,4,2,2
36,No,Research & Development,1949,Male,1,Laboratory Technician,2,Married,2810,No,22,4,3,3,5,4,0
34,No,Sales,1950,Male,3,Sales Executive,4,Single,9888,No,21,4,3,2,14,8,2
34,No,Sales,1951,Male,3,Sales Executive,3,Divorced,8628,No,18,3,2,2,8,7,1
26,No,Research & Development,1952,Male,1,Laboratory Technician,1,Single,2867,No,13,3,6,2,7,7,7
29,No,Research & Development,1954,Male,2,Healthcare Representative,1,Married,5373,No,12,3,5,2,5,3,0
32,No,Research & Development,1955,Female,2,Healthcare Representative,4,Divorced,6667,No,18,3,6,3,5,1,1
31,No,Research & Development,1956,Male,2,Research Scientist,1,Married,5003,No,21,4,6,3,10,8,8
28,Yes,Research & Development,1960,Male,1,Laboratory Technician,4,Divorced,2367,No,12,3,2,2,4,1,0
